kanji,kana,level
細菌,さいきん,n1
細工,さいく,n1
採掘,さいくつ,n1
採決,さいけつ,n1
再建,さいけん,n1
再現,さいげん,n1
採算,さいさん,n1
採集,さいしゅう,n1
再生,さいせい,n1
最善,さいぜん,n1
採択,さいたく,n1
再発,さいはつ,n1
栽培,さいばい,n1
細胞,さいぼう,n1
採用,さいよう,n1
遮る,さえぎる,n1
囀る,さえずる,n1
冴える,さえる,n1
竿,さお,n1
栄える,さかえる,n1
杯,さかずき,n1
逆立ち,さかだち,n1
逆上る,さかのぼる,n1
盛る,さかる,n1
差額,さがく,n1
下がる,さがる,n1
一昨昨日,さきおととい,n1
先に,さきに,n1
詐欺,さぎ,n1
作,さく,n1
策,さく,n1
柵,さく,n1
削減,さくげん,n1
錯誤,さくご,n1
作戦,さくせん,n1
作物,さくぶつ,n1
叫び,さけび,n1
裂ける,さける,n1
捧げる,ささげる,n1
差し掛かる,さしかかる,n1
指図,さしず,n1
差し出す,さしだす,n1
差し支える,さしつかえる,n1
差し引く,さしひく,n1
些事,さじ,n1
授ける,さずける,n1
嘸,さぞ,n1
定まる,さだまる,n1
定める,さだめる,n1
錯覚,さっかく,n1
早急,さっきゅう,n1
察する,さっする,n1
さっと,さっと,n1
冊,さつ,n1
殺人,さつじん,n1
偖,さて,n1
悟る,さとる,n1
真実,さな,n1
裁く,さばく,n1
錆び,さび,n1
左程,さほど,n1
様,さま,n1
三味線,さみせん,n1
侍,さむらい,n1
然も,さも,n1
作用,さよう,n1
左様なら,さようなら,n1
拐う,さらう,n1
爽やか,さわやか,n1
障る,さわる,n1
酸,さん,n1
さん,さん,n1
酸化,さんか,n1
山岳,さんがく,n1
産休,さんきゅう,n1
桟橋,さんきょう,n1
参議院,さんぎいん,n1
産後,さんご,n1
産出,さんしゅつ,n1
参照,さんしょう,n1
参上,さんじょう,n1
賛成,さんせい,n1
賛美,さんび,n1
産婦人科,さんふじんか,n1
産物,さんぶつ,n1
山腹,さんぷく,n1
山脈,さんみゃく,n1
財,ざい,n1
財源,ざいげん,n1
在庫,ざいこ,n1
財政,ざいせい,n1
座談会,ざだんかい,n1
雑貨,ざっか,n1
雑,ざつ,n1
雑談,ざつだん,n1
雑木,ざつぼく,n1
座標,ざひょう,n1
残金,ざんきん,n1
残酷,ざんこく,n1
残高,ざんだか,n1
死,し,n1
し,し,n1
次,し,n1
仕上がり,しあがり,n1
仕上げ,しあげ,n1
仕上げる,しあげる,n1
明々後日,しあさって,n1
飼育,しいく,n1
強いて,しいて,n1
強いる,しいる,n1
仕入れる,しいれる,n1
しいんと,しいんと,n1
歯科,しか,n1
資格,しかく,n1
視覚,しかく,n1
仕掛け,しかけ,n1
仕掛ける,しかける,n1
然し,しかし,n1
然しながら,しかしながら,n1
而も,しかも,n1
市街,しがい,n1
指揮,しき,n1
色彩,しきさい,n1
式場,しきじょう,n1
為来り,しきたり,n1
頻りに,しきりに,n1
仕切る,しきる,n1
資金,しきん,n1
施行,しぎょう,n1
しくじる,しくじる,n1
仕組み,しくみ,n1
死刑,しけい,n1
湿気る,しける,n1
思考,しこう,n1
志向,しこう,n1
嗜好,しこう,n1
視察,しさつ,n1
資産,しさん,n1
刺繍,ししゅう,n1
支持,しじ,n1
指示,しじ,n1
雫,しずく,n1
沈める,しずめる,n1
施設,しせつ,n1
子息,しそく,n1
慕う,したう,n1
従って,したがって,n1
下心,したごころ,n1
親しむ,したしむ,n1
下調べ,したしらべ,n1
下地,したじ,n1
認める,したためる,n1
仕立てる,したてる,n1
下取り,したどり,n1
下火,したび,n1
失格,しっかく,n1
確り,しっかり,n1
質素,しっそ,n1
失調,しっちょう,n1
嫉妬,しっと,n1
尻尾,しっぽ,n1
室,しつ,n1
質疑,しつぎ,n1
躾,しつけ,n1
仕付ける,しつける,n1
指摘,してき,n1
視点,してん,n1
萎びる,しなびる,n1
嫋か,しなやか,n1
屎尿,しにょう,n1
凌ぐ,しのぐ,n1
始発,しはつ,n1
芝,しば,n1
屡,しばしば,n1
暫く,しばらく,n1
痺れる,しびれる,n1
渋い,しぶい,n1
私物,しぶつ,n1
しぶとい,しぶとい,n1
司法,しほう,n1
脂肪,しぼう,n1
志望,しぼう,n1
萎む,しぼむ,n1
仕舞,しまい,n1
仕舞う,しまう,n1
しまった,しまった,n1
始末,しまつ,n1
泌み泌み,しみじみ,n1
染みる,しみる,n1
使命,しめい,n1
締め切り,しめきり,n1
僕,しもべ,n1
社交,しゃこう,n1
謝絶,しゃぜつ,n1
社宅,しゃたく,n1
吃逆,しゃっくり,n1
喋る,しゃべる,n1
斜面,しゃめん,n1
洒落,しゃらく,n1
洒落る,しゃれる,n1
視野,しや,n1
種,しゅ,n1
衆,しゅう,n1
周,しゅう,n1
収益,しゅうえき,n1
修学,しゅうがく,n1
周期,しゅうき,n1
衆議院,しゅうぎいん,n1
就業,しゅうぎょう,n1
修行,しゅうぎょう,n1
集計,しゅうけい,n1
襲撃,しゅうげき,n1
収支,しゅうし,n1
終始,しゅうし,n1
修士,しゅうし,n1
収集,しゅうしゅう,n1
修飾,しゅうしょく,n1
終日,しゅうじつ,n1
執着,しゅうじゃく,n1
収容,しゅうよう,n1
修了,しゅうりょう,n1
守衛,しゅえい,n1
主演,しゅえん,n1
主観,しゅかん,n1
祝賀,しゅくが,n1
宿命,しゅくめい,n1
主権,しゅけん,n1
手芸,しゅげい,n1
主催,しゅさい,n1
取材,しゅざい,n1
趣旨,しゅし,n1
主食,しゅしょく,n1
主人公,しゅじんこう,n1
主体,しゅたい,n1
主題,しゅだい,n1
出血,しゅっけつ,n1
出産,しゅっさん,n1
出社,しゅっしゃ,n1
出生,しゅっしょう,n1
出世,しゅっせ,n1
出費,しゅっぴ,n1
出品,しゅっぴん,n1
出演,しゅつえん,n1
出題,しゅつだい,n1
出動,しゅつどう,n1
主導,しゅどう,n1
主任,しゅにん,n1
首脳,しゅのう,n1
守備,しゅび,n1
手法,しゅほう,n1
私有,しゆう,n1
諸,しょ,n1
背負う,しょう,n1
象,しょう,n1
症,しょう,n1
傷,しょう,n1
商,しょう,n1
消去,しょうきょ,n1
衝撃,しょうげき,n1
証言,しょうげん,n1
証拠,しょうこ,n1
消耗,しょうこう,n1
照合,しょうごう,n1
詳細,しょうさい,n1
昇進,しょうしん,n1
少数,しょうすう,n1
称する,しょうする,n1
消息,しょうそく,n1
承諾,しょうだく,n1
象徴,しょうちょう,n1
小児科,しょうにか,n1
証人,しょうにん,n1
照明,しょうめい,n1
勝利,しょうり,n1
奨励,しょうれい,n1
職員,しょくいん,n1
植民地,しょくみんち,n1
職務,しょくむ,n1
諸君,しょくん,n1
所在,しょざい,n1
所々,しょしょ,n1
所持,しょじ,n1
所属,しょぞく,n1
処置,しょち,n1
しょっちゅう,しょっちゅう,n1
所定,しょてい,n1
所得,しょとく,n1
初版,しょはん,n1
処罰,しょばつ,n1
書評,しょひょう,n1
処分,しょぶん,n1
庶民,しょみん,n1
庶務,しょむ,n1
私用,しよう,n1
仕様,しよう,n1
使用人,しようにん,n1
調べ,しらべ,n1
知り合い,しりあい,n1
退く,しりぞく,n1
退ける,しりぞける,n1
記す,しるす,n1
指令,しれい,n1
代,しろ,n1
皺,しわ,n1
新,しん,n1
進化,しんか,n1
殿,しんがり,n1
審議,しんぎ,n1
進行,しんこう,n1
新興,しんこう,n1
振興,しんこう,n1
申告,しんこく,n1
新婚,しんこん,n1
審査,しんさ,n1
紳士,しんし,n1
進出,しんしゅつ,n1
信者,しんじゃ,n1
真珠,しんじゅ,n1
心中,しんじゅう,n1
心情,しんじょう,n1
新人,しんじん,n1
神聖,しんせい,n1
親善,しんぜん,n1
真相,しんそう,n1
新築,しんちく,n1
進呈,しんてい,n1
進展,しんてん,n1
神殿,しんでん,n1
進度,しんど,n1
振動,しんどう,n1
新入生,しんにゅうせい,n1
信任,しんにん,n1
審判,しんばん,n1
神秘,しんぴ,n1
辛抱,しんぼう,n1
真理,しんり,n1
侵略,しんりゃく,n1
診療,しんりょう,n1
進路,しんろ,n1
自覚,じかく,n1
地方,じかた,n1
自我,じが,n1
磁気,じき,n1
磁器,じき,n1
事業,じぎょう,n1
地形,じぎょう,n1
軸,じく,n1
自己,じこ,n1
事項,じこう,n1
時刻表,じこくひょう,n1
地獄,じごく,n1
時差,じさ,n1
自在,じざい,n1
自主,じしゅ,n1
自首,じしゅ,n1
辞職,じしょく,n1
自信,じしん,n1
事前,じぜん,n1
自尊心,じそんしん,n1
持続,じぞく,n1
字体,じたい,n1
辞退,じたい,n1
じっくり,じっくり,n1
実質,じっしつ,n1
実践,じっせん,n1
実態,じったい,n1
実費,じっぴ,n1
十分,じっぷん,n1
実,じつ,n1
実業家,じつぎょうか,n1
実情,じつじょう,n1
自転,じてん,n1
自動詞,じどうし,n1
地主,じぬし,n1
耳鼻科,じびか,n1
地元,じもと,n1
弱,じゃく,n1
若干,じゃっかん,n1
砂利,じゃり,n1
じゃん拳,じゃんけん,n1
住,じゅう,n1
従業員,じゅうぎょういん,n1
従事,じゅうじ,n1
充実,じゅうじつ,n1
十字路,じゅうじろ,n1
絨毯,じゅうたん,n1
柔軟,じゅうなん,n1
重複,じゅうふく,n1
重宝,じゅうほう,n1
従来,じゅうらい,n1
塾,じゅく,n1
樹木,じゅもく,n1
樹立,じゅりつ,n1
準急,じゅんきゅう,n1
準じる,じゅんじる,n1
準ずる,じゅんずる,n1
助,じょ,n1
情,じょう,n1
畳,じょう,n1
尉,じょう,n1
嬢,じょう,n1
状,じょう,n1
上位,じょうい,n1
上演,じょうえん,n1
城下,じょうか,n1
乗客,じょうかく,n1
上空,じょうくう,n1
上司,じょうし,n1
情緒,じょうしょ,n1
上昇,じょうしょう,n1
情勢,じょうせい,n1
情熱,じょうねつ,n1
丈夫,じょうふ,n1
譲歩,じょうほ,n1
条約,じょうやく,n1
上陸,じょうりく,n1
蒸留,じょうりゅう,n1
除外,じょがい,n1
助言,じょげん,n1
徐行,じょこう,n1
女史,じょし,n1
助詞,じょし,n1
助動詞,じょどうし,n1
自立,じりつ,n1
人,じん,n1
人格,じんかく,n1
人材,じんざい,n1
迅速,じんそく,n1
人体,じんたい,n1
人民,じんみん,n1
人目,じんもく,n1
水気,すいき,n1
水源,すいげん,n1
推進,すいしん,n1
水洗,すいせん,n1
吹奏,すいそう,n1
推測,すいそく,n1
水田,すいでん,n1
推理,すいり,n1
数詞,すうし,n1
崇拝,すうはい,n1
据え付ける,すえつける,n1
据える,すえる,n1
清々しい,すがすがしい,n1
過ぎ,すぎ,n1
救い,すくい,n1
掬う,すくう,n1
少なくとも,すくなくとも,n1
直ぐ,すぐ,n1
健やか,すこやか,n1
濯ぐ,すすぐ,n1
進み,すすみ,n1
勧め,すすめ,n1
裾,すそ,n1
廃れる,すたれる,n1
酸っぱい,すっぱい,n1
素敵,すてき,n1
即ち,すなわち,n1
すばしこい,すばしこい,n1
素早い,すばやい,n1
済ます,すます,n1
澄ます,すます,n1
済まない,すまない,n1
済みません,すみません,n1
天皇,すめらぎ,n1
刷り,すり,n1
剃る,する,n1
擦れ違い,すれちがい,n1
すれ違う,すれちがう,n1
擦れる,すれる,n1
すんなり,すんなり,n1
図々しい,ずうずうしい,n1
ずばり,ずばり,n1
ずぶ濡れ,ずぶぬれ,n1
ずらっと,ずらっと,n1
ずるずる,ずるずる,n1
ずれ,ずれ,n1
ずれる,ずれる,n1
制,せい,n1
製,せい,n1
生育,せいいく,n1
成果,せいか,n1
正解,せいかい,n1
正規,せいき,n1
正義,せいぎ,n1
生計,せいけい,n1
政権,せいけん,n1
精巧,せいこう,n1
制裁,せいさい,n1
政策,せいさく,n1
清算,せいさん,n1
星座,せいざ,n1
生死,せいし,n1
静止,せいし,n1
青春,せいしゅん,n1
聖書,せいしょ,n1
誠実,せいじつ,n1
成熟,せいじゅく,n1
清純,せいじゅん,n1
正常,せいじょう,n1
制する,せいする,n1
整然,せいぜん,n1
盛装,せいそう,n1
盛大,せいだい,n1
清濁,せいだく,n1
制定,せいてい,n1
静的,せいてき,n1
製鉄,せいてつ,n1
晴天,せいてん,n1
正当,せいとう,n1
成年,せいねん,n1
制服,せいふく,n1
征服,せいふく,n1
製法,せいほう,n1
精密,せいみつ,n1
声明,せいめい,n1
姓名,せいめい,n1
制約,せいやく,n1
生理,せいり,n1
勢力,せいりょく,n1
整列,せいれつ,n1
急かす,せかす,n1
伜,せがれ,n1
責務,せきむ,n1
世辞,せじ,n1
世帯,せたい,n1
世代,せだい,n1
切開,せっかい,n1
接触,せっしょく,n1
設置,せっち,n1
折衷,せっちゅう,n1
設定,せってい,n1
説得,せっとく,n1
節,せつ,n1
切実,せつじつ,n1
接続詞,せつぞくし,n1
切ない,せつない,n1
設立,せつりつ,n1
攻め,せめ,n1
世論,せろん,n1
仙,せん,n1
前,せん,n1
繊維,せんい,n1
選挙,せんきょ,n1
宣教,せんきょう,n1
宣言,せんげん,n1
先行,せんこう,n1
選考,せんこう,n1
戦災,せんさい,n1
専修,せんしゅう,n1
戦術,せんじゅつ,n1
潜水,せんすい,n1
先先月,せんせんげつ,n1
先先週,せんせんしゅう,n1
先代,せんだい,n1
先だって,せんだって,n1
先着,せんちゃく,n1
先天的,せんてんてき,n1
戦闘,せんとう,n1
潜入,せんにゅう,n1
船舶,せんぱく,n1
専用,せんよう,n1
占領,せんりょう,n1
戦力,せんりょく,n1
税務署,ぜいむしょ,n1
是正,ぜせい,n1
絶版,ぜっぱん,n1
絶望,ぜつぼう,n1
是非とも,ぜひとも,n1
膳,ぜん,n1
禅,ぜん,n1
全快,ぜんかい,n1
全盛,ぜんせい,n1
前提,ぜんてい,n1
前途,ぜんと,n1
全滅,ぜんめつ,n1
善良,ぜんりょう,n1
前例,ぜんれい,n1
僧,そう,n1
沿う,そう,n1
添う,そう,n1
総,そう,n1
相応,そうおう,n1
総会,そうかい,n1
創刊,そうかん,n1
送金,そうきん,n1
走行,そうこう,n1
総合,そうごう,n1
捜査,そうさ,n1
捜索,そうさく,n1
然うして,そうして,n1
装飾,そうしょく,n1
操縦,そうじゅう,n1
創造,そうぞう,n1
壮大,そうだい,n1
騒動,そうどう,n1
遭難,そうなん,n1
相場,そうば,n1
装備,そうび,n1
創立,そうりつ,n1
添える,そえる,n1
即座に,そくざに,n1
促進,そくしん,n1
即する,そくする,n1
束縛,そくばく,n1
側面,そくめん,n1
其処,そこ,n1
其処で,そこで,n1
損なう,そこなう,n1
其処ら,そこら,n1
素材,そざい,n1
阻止,そし,n1
然して,そして,n1
訴訟,そしょう,n1
育ち,そだち,n1
措置,そち,n1
其方,そちら,n1
素っ気ない,そっけない,n1
率直,そっちょく,n1
外方,そっぽ,n1
備え付ける,そなえつける,n1
備わる,そなわる,n1
園,その,n1
その上,そのうえ,n1
その内,そのうち,n1
その為,そのため,n1
その外,そのほか,n1
其の儘,そのまま,n1
聳える,そびえる,n1
素朴,そぼく,n1
染まる,そまる,n1
背く,そむく,n1
染める,そめる,n1
逸らす,そらす,n1
反り,そり,n1
其れ,それ,n1
其れから,それから,n1
各々,それぞれ,n1
其れで,それで,n1
其れでは,それでは,n1
其れでも,それでも,n1
其れ共,それとも,n1
其れに,それに,n1
其れ程,それほど,n1
其れ故,それゆえ,n1
揃い,そろい,n1
徐々,そろそろ,n1
損失,そんしつ,n1
存続,そんぞく,n1
沿い,ぞい,n1
像,ぞう,n1
増強,ぞうきょう,n1
蔵相,ぞうしょう,n1
増進,ぞうしん,n1
ぞんざい,ぞんざい,n1
他意,たい,n1
対応,たいおう,n1
退化,たいか,n1
体格,たいかく,n1
大概,たいがい,n1
退学,たいがく,n1
大金,たいきん,n1
待遇,たいぐう,n1
対決,たいけつ,n1
体験,たいけん,n1
対抗,たいこう,n1
対して,たいして,n1
大衆,たいしゅう,n1
対処,たいしょ,n1
退職,たいしょく,n1
退治,たいじ,n1
態勢,たいせい,n1
対談,たいだん,n1
対等,たいとう,n1
滞納,たいのう,n1
対比,たいひ,n1
大部,たいぶ,n1
対辺,たいへん,n1
待望,たいぼう,n1
怠慢,たいまん,n1
対面,たいめん,n1
体力,たいりょく,n1
対話,たいわ,n1
耐える,たえる,n1
絶える,たえる,n1
堪える,たえる,n1
高,たか,n1
高まる,たかまる,n1
焚火,たきび,n1
沢山,たくさん,n1
逞しい,たくましい,n1
巧み,たくみ,n1
類,たぐい,n1
丈,たけ,n1
足し算,たしざん,n1
多数決,たすうけつ,n1
助け,たすけ,n1
携わる,たずさわる,n1
漂う,ただよう,n1
館,たち,n1
立方,たちかた,n1
忽ち,たちまち,n1
立ち寄る,たちよる,n1
達者,たっしゃ,n1
達成,たっせい,n1
